SID,Year,ASJC,Description,SJR,Quartile,Percentile
19700186833,2023,2215,Building and Construction,0.294,3,35
19700186834,2023,2209,Industrial and Manufacturing Engineering,0.214,3,32
19700186834,2023,2210,Mechanical Engineering,0.214,4,24
19700186834,2023,2211,Mechanics of Materials,0.214,4,20
19700186834,2023,2501,Materials Science (miscellaneous),0.214,3,25
19700186837,2023,1508,Process Chemistry and Technology,0.181,4,20
19700186837,2023,2103,Fuel Technology,0.181,4,20
19700186837,2023,2304,Environmental Chemistry,0.181,4,13
19700186839,2023,2504,"Electronic, Optical and Magnetic Materials",0.298,3,32
19700186841,2023,1404,Management Information Systems,0.143,4,4
19700186841,2023,1405,Management of Technology and Innovation,0.143,4,5
19700186841,2023,2208,Electrical and Electronic Engineering,0.143,4,9
19700186841,2023,2209,Industrial and Manufacturing Engineering,0.143,4,17
19700186842,2023,1712,Software,0.205,4,11
19700186843,2023,1501,Chemical Engineering (miscellaneous),0.258,3,37
19700186844,2023,1705,Computer Networks and Communications,0.187,4,15
19700186845,2023,2201,Engineering (miscellaneous),0.126,4,7
19700186847,2023,1712,Software,0.283,4,23
19700186848,2023,1705,Computer Networks and Communications,0.191,4,16
19700186849,2023,1712,Software,0.296,3,26
19700186850,2023,2208,Electrical and Electronic Engineering,0.436,2,52
19700186851,2023,1708,Hardware and Architecture,0.41,3,37
19700186851,2023,1712,Software,0.41,3,37
19700186851,2023,2207,Control and Systems Engineering,0.41,3,45
19700186851,2023,2209,Industrial and Manufacturing Engineering,0.41,2,55
19700186853,2023,2204,Biomedical Engineering,0.211,4,18
19700186854,2023,1706,Computer Science Applications,0.146,4,6
19700186855,2023,1706,Computer Science Applications,0.598,2,56
19700186855,2023,1709,Human-Computer Interaction,0.598,3,47
19700186856,2023,2210,Mechanical Engineering,0.113,4,4
19700186856,2023,2211,Mechanics of Materials,0.113,4,1
19700186856,2023,2501,Materials Science (miscellaneous),0.113,4,7
19700186858,2023,1701,Computer Science (miscellaneous),0.196,4,20
19700186859,2023,1706,Computer Science Applications,0.277,3,27
19700186860,2023,2201,Engineering (miscellaneous),0.259,3,41
19700186860,2023,2605,Computational Mathematics,0.259,3,27
19700186860,2023,2606,Control and Optimization,0.259,4,23
19700186860,2023,2607,Discrete Mathematics and Combinatorics,0.259,3,26
19700186860,2023,2611,Modeling and Simulation,0.259,4,23
19700186861,2023,2208,Electrical and Electronic Engineering,0.358,3,44
19700186863,2023,2105,"Renewable Energy, Sustainability and the Environment",0.204,4,13
19700186863,2023,2301,Environmental Science (miscellaneous),0.204,3,26
19700186863,2023,2310,Pollution,0.204,4,15
19700186864,2023,2204,Biomedical Engineering,0.179,4,11
19700186865,2023,1704,Computer Graphics and Computer-Aided Design,0.303,3,40
19700186865,2023,1709,Human-Computer Interaction,0.303,4,22
19700186865,2023,1712,Software,0.303,3,27
19700186866,2023,2208,Electrical and Electronic Engineering,0.736,2,71
19700186867,2023,1712,Software,0.449,3,41
19700186869,2023,1507,Fluid Flow and Transfer Processes,0.169,4,13
19700186869,2023,2205,Civil and Structural Engineering,0.169,4,12
19700186869,2023,2206,Computational Mechanics,0.169,4,14
19700186869,2023,2210,Mechanical Engineering,0.169,4,14
19700186869,2023,2211,Mechanics of Materials,0.169,4,9
19700186869,2023,2501,Materials Science (miscellaneous),0.169,4,14
19700186870,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.794,1,78
19700186870,2023,1110,Plant Science,0.794,1,81
19700186871,2023,1712,Software,0.662,2,57
19700186871,2023,2613,Statistics and Probability,0.662,2,63
19700186872,2023,1702,Artificial Intelligence,0.226,4,15
19700186872,2023,1709,Human-Computer Interaction,0.226,4,14
19700186872,2023,1712,Software,0.226,4,15
19700186873,2023,1701,Computer Science (miscellaneous),2.119,1,94
19700186874,2023,1503,Catalysis,0.192,4,9
19700186875,2023,1507,Fluid Flow and Transfer Processes,0.281,3,36
19700186875,2023,2102,Energy Engineering and Power Technology,0.281,3,32
19700186875,2023,2605,Computational Mathematics,0.281,3,31
19700186875,2023,3110,Surfaces and Interfaces,0.281,3,27
19700186878,2023,2504,"Electronic, Optical and Magnetic Materials",0.195,4,16
19700186879,2023,2204,Biomedical Engineering,0.156,4,7
19700186880,2023,2613,Statistics and Probability,1.043,1,80
19700186882,2023,2203,Automotive Engineering,0.173,4,16
19700186882,2023,2205,Civil and Structural Engineering,0.173,4,12
19700186882,2023,2213,"Safety, Risk, Reliability and Quality",0.173,4,17
19700186882,2023,3313,Transportation,0.173,4,9
19700186883,2023,2213,"Safety, Risk, Reliability and Quality",0.17,4,16
19700186884,2023,1710,Information Systems,0.545,2,57
19700186884,2023,1802,Information Systems and Management,0.545,2,61
19700186886,2023,2205,Civil and Structural Engineering,0.59,2,67
19700186886,2023,2211,Mechanics of Materials,0.59,2,68
19700186887,2023,1401,"Business, Management and Accounting (miscellaneous)",0.209,3,27
19700186887,2023,1801,Decision Sciences (miscellaneous),0.209,4,19
19700186888,2023,2501,Materials Science (miscellaneous),0.178,4,17
19700186890,2023,1701,Computer Science (miscellaneous),0.167,4,12
19700186890,2023,2208,Electrical and Electronic Engineering,0.167,4,14
19700186891,2023,2603,Analysis,0.473,2,51
19700186891,2023,2604,Applied Mathematics,0.473,2,52
19700186892,2023,2602,Algebra and Number Theory,0.422,3,47
19700186892,2023,2603,Analysis,0.422,3,44
19700186892,2023,2604,Applied Mathematics,0.422,3,48
19700186894,2023,1909,Geotechnical Engineering and Engineering Geology,0.539,2,63
19700186895,2023,2208,Electrical and Electronic Engineering,0.157,4,11
19700186895,2023,2504,"Electronic, Optical and Magnetic Materials",0.157,4,5
19700186896,2023,2504,"Electronic, Optical and Magnetic Materials",0.239,3,25
19700186897,2023,2215,Building and Construction,0.173,4,12
19700186897,2023,2509,Nanoscience and Nanotechnology,0.173,4,8
19700186898,2023,2201,Engineering (miscellaneous),0.6,2,74
19700186899,2023,1706,Computer Science Applications,0.13,4,4
19700186899,2023,1802,Information Systems and Management,0.13,4,3
19700186899,2023,2207,Control and Systems Engineering,0.13,4,4
19700186900,2023,2205,Civil and Structural Engineering,0.739,1,75
19700186900,2023,2212,Ocean Engineering,0.739,1,75
19700186905,2023,2202,Aerospace Engineering,0.315,3,40
19700186905,2023,2207,Control and Systems Engineering,0.315,3,36
19700186909,2023,2504,"Electronic, Optical and Magnetic Materials",0.254,3,28
19700186909,2023,3104,Condensed Matter Physics,0.254,3,26
19700186911,2023,2601,Mathematics (miscellaneous),0.96,1,83
19700186911,2023,2604,Applied Mathematics,0.96,1,79
19700186912,2023,1909,Geotechnical Engineering and Engineering Geology,0.508,2,59
19700186912,2023,2205,Civil and Structural Engineering,0.508,2,59
19700186913,2023,1107,Forestry,0.181,4,20
19700186913,2023,2309,Nature and Landscape Conservation,0.181,4,18
19700186941,2023,2724,Internal Medicine,0.954,2,74
19700186941,2023,2729,Obstetrics and Gynecology,0.954,1,79
19700186945,2023,2305,Environmental Engineering,0.146,4,9
19700186945,2023,3322,Urban Studies,0.146,3,25
19700186953,2023,3303,Development,0.118,4,3
19700186953,2023,3305,"Geography, Planning and Development",0.118,4,7
19700186954,2023,2713,Epidemiology,0.148,4,10
19700187304,2023,2703,Anesthesiology and Pain Medicine,0.494,2,59
19700187504,2023,1000,Multidisciplinary,0.115,4,5
19700187505,2023,3308,Law,0.126,4,22
19700187506,2023,1403,Business and International Management,0.361,3,45
19700187506,2023,1405,Management of Technology and Innovation,0.361,3,42
19700187506,2023,1803,Management Science and Operations Research,0.361,3,36
19700187506,2023,3313,Transportation,0.361,3,41
19700187515,2023,2002,Economics and Econometrics,1.466,1,83
19700187515,2023,2003,Finance,1.466,1,84
19700187601,2023,2805,Cognitive Neuroscience,1.804,1,90
19700187604,2023,2801,Neuroscience (miscellaneous),0.471,3,28
19700187605,2023,3312,Sociology and Political Science,0.204,3,39
19700187605,2023,3314,Anthropology,0.204,2,50
19700187605,2023,3316,Cultural Studies,0.204,2,68
19700187606,2023,3204,Developmental and Educational Psychology,0.758,2,58
19700187606,2023,3304,Education,0.758,1,77
19700187607,2023,3315,Communication,1.549,1,93
19700187608,2023,1211,Philosophy,0.497,1,87
19700187610,2023,3304,Education,0.365,3,47
19700187611,2023,2207,Control and Systems Engineering,0.294,3,31
19700187611,2023,2208,Electrical and Electronic Engineering,0.294,3,38
19700187613,2023,3304,Education,0.281,3,37
19700187613,2023,3316,Cultural Studies,0.281,1,79
19700187614,2023,3304,Education,0.614,2,70
19700187614,2023,3316,Cultural Studies,0.614,1,94
19700187615,2023,1408,Strategy and Management,0.625,2,61
19700187615,2023,3304,Education,0.625,2,71
19700187616,2023,1212,Religious Studies,0.156,2,65
19700187616,2023,3304,Education,0.156,4,14
19700187617,2023,3315,Communication,0.421,2,66
19700187618,2023,1208,Literature and Literary Theory,0.142,2,72
19700187618,2023,3302,Archeology,0.142,3,37
19700187618,2023,3314,Anthropology,0.142,3,34
19700187618,2023,3316,Cultural Studies,0.142,3,49
19700187619,2023,3312,Sociology and Political Science,0.526,2,73
19700187619,2023,3315,Communication,0.526,2,73
19700187621,2023,3202,Applied Psychology,0.918,2,63
19700187621,2023,3207,Social Psychology,0.918,2,72
19700187621,2023,3306,Health (social science),0.918,1,81
19700187621,2023,3318,Gender Studies,0.918,1,89
19700187622,2023,3304,Education,1.201,1,90
19700187623,2023,1406,Marketing,1.454,1,80
19700187623,2023,1408,Strategy and Management,1.454,1,85
19700187624,2023,3304,Education,1.062,1,87
19700187624,2023,3399,E-learning,1.062,1,78
19700187625,2023,3304,Education,1.067,1,87
19700187626,2023,2805,Cognitive Neuroscience,0.5,3,34
19700187627,2023,1706,Computer Science Applications,0.95,2,74
19700187627,2023,1712,Software,0.95,2,71
19700187627,2023,1901,Earth and Planetary Sciences (miscellaneous),0.95,1,85
19700187628,2023,3304,Education,0.515,2,64
19700187629,2023,1202,History,0.133,2,53
19700187629,2023,3316,Cultural Studies,0.133,3,45
19700187629,2023,3320,Political Science and International Relations,0.133,4,22
19700187630,2023,3304,Education,1.819,1,96
19700187631,2023,3304,Education,0.545,2,66
19700187632,2023,2732,Orthopedics and Sports Medicine,1.273,1,89
19700187632,2023,3304,Education,1.273,1,91
19700187632,2023,3612,"Physical Therapy, Sports Therapy and Rehabilitation",1.273,1,93
19700187632,2023,3699,Sports Science,1.273,1,82
19700187636,2023,1604,Inorganic Chemistry,0.275,3,32
19700187636,2023,2505,Materials Chemistry,0.275,3,36
19700187636,2023,3104,Condensed Matter Physics,0.275,3,29
19700187644,2023,2002,Economics and Econometrics,0.157,4,12
19700187644,2023,3320,Political Science and International Relations,0.157,3,28
19700187701,2023,1102,Agronomy and Crop Science,0.171,4,15
19700187701,2023,1106,Food Science,0.171,4,18
19700187701,2023,1110,Plant Science,0.171,4,11
19700187702,2023,3106,Nuclear and High Energy Physics,0.334,3,39
19700187702,2023,3107,"Atomic and Molecular Physics, and Optics",0.334,3,37
19700187704,2023,1212,Religious Studies,0.143,2,59
19700187704,2023,3304,Education,0.143,4,12
19700187708,2023,1213,Visual Arts and Performing Arts,0.158,2,73
19700187708,2023,3315,Communication,0.158,3,27
19700187709,2023,1201,Arts and Humanities (miscellaneous),0.105,4,17
19700187709,2023,3304,Education,0.105,4,2
19700187710,2023,1208,Literature and Literary Theory,0.158,1,79
19700187711,2023,1201,Arts and Humanities (miscellaneous),0.241,2,62
19700187711,2023,3312,Sociology and Political Science,0.241,3,46
19700187711,2023,3314,Anthropology,0.241,2,57
19700187711,2023,3316,Cultural Studies,0.241,1,75
19700187711,2023,3317,Demography,0.241,3,41
19700187802,2023,1212,Religious Studies,0.124,3,44
19700187803,2023,1201,Arts and Humanities (miscellaneous),0.191,2,54
19700187803,2023,3312,Sociology and Political Science,0.191,3,35
19700187803,2023,3316,Cultural Studies,0.191,2,65
19700187804,2023,3207,Social Psychology,0.845,2,70
19700187804,2023,3305,"Geography, Planning and Development",0.845,1,85
19700187804,2023,3312,Sociology and Political Science,0.845,1,85
19700187806,2023,2706,Critical Care and Intensive Care Medicine,0.749,2,73
19700187806,2023,2711,Emergency Medicine,0.749,1,80
19700187807,2023,1706,Computer Science Applications,0.546,2,52
19700187807,2023,1712,Software,0.546,3,49
19700187807,2023,1802,Information Systems and Management,0.546,2,62
19700187808,2023,1202,History,0.34,1,90
19700187808,2023,1701,Computer Science (miscellaneous),0.34,3,48
19700187808,2023,3308,Law,0.34,2,70
19700187810,2023,2901,Nursing (miscellaneous),0.174,4,20
19700187811,2023,2728,Neurology (clinical),0.109,4,4
19700187812,2023,1401,"Business, Management and Accounting (miscellaneous)",0.146,4,13
19700187812,2023,3202,Applied Psychology,0.146,4,8
19700187812,2023,3207,Social Psychology,0.146,4,7
19700187910,2023,3106,Nuclear and High Energy Physics,0.113,4,6
19700187910,2023,3107,"Atomic and Molecular Physics, and Optics",0.113,4,2
19700188101,2023,2701,Medicine (miscellaneous),0.449,3,44
19700188108,2023,2705,Cardiology and Cardiovascular Medicine,0.218,4,20
19700188108,2023,2746,Surgery,0.218,3,32
19700188119,2023,1601,Chemistry (miscellaneous),0.207,3,26
19700188119,2023,3304,Education,0.207,3,25
19700188125,2023,1311,Genetics,0.385,4,23
19700188125,2023,2716,Genetics (clinical),0.385,4,20
19700188131,2023,1202,History,0.154,2,63
19700188146,2023,1106,Food Science,1.073,1,91
19700188146,2023,2701,Medicine (miscellaneous),1.073,1,82
19700188147,2023,3315,Communication,0.476,2,70
19700188147,2023,3316,Cultural Studies,0.476,1,91
19700188148,2023,1304,Biophysics,0.54,2,50
19700188148,2023,2204,Biomedical Engineering,0.54,3,49
19700188148,2023,2732,Orthopedics and Sports Medicine,0.54,2,53
19700188148,2023,3307,Human Factors and Ergonomics,0.54,2,57
19700188148,2023,3612,"Physical Therapy, Sports Therapy and Rehabilitation",0.54,2,61
19700188149,2023,2001,"Economics, Econometrics and Finance (miscellaneous)",0.472,2,71
19700188151,2023,1103,Animal Science and Zoology,0.284,3,38
19700188151,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.284,3,30
19700188151,2023,1109,Insect Science,0.284,3,32
19700188151,2023,1110,Plant Science,0.284,3,36
19700188151,2023,2303,Ecology,0.284,3,39
19700188152,2023,2210,Mechanical Engineering,0.167,4,14
19700188154,2023,1102,Agronomy and Crop Science,0.173,4,16
19700188154,2023,1110,Plant Science,0.173,4,11
19700188155,2023,2303,Ecology,0.474,2,60
19700188155,2023,2309,Nature and Landscape Conservation,0.474,2,59
19700188156,2023,2901,Nursing (miscellaneous),0.103,4,2
19700188157,2023,3304,Education,0.407,2,53
19700188157,2023,3319,Life-span and Life-course Studies,0.407,3,34
19700188158,2023,1208,Literature and Literary Theory,0.363,1,97
19700188158,2023,1213,Visual Arts and Performing Arts,0.363,1,93
19700188158,2023,3304,Education,0.363,3,47
19700188159,2023,3304,Education,0.474,2,60
19700188160,2023,3312,Sociology and Political Science,1.043,1,89
19700188160,2023,3321,Public Administration,1.043,1,83
19700188161,2023,1409,"Tourism, Leisure and Hospitality Management",0.377,3,37
19700188161,2023,3305,"Geography, Planning and Development",0.377,2,55
19700188163,2023,3107,"Atomic and Molecular Physics, and Optics",0.21,4,16
19700188164,2023,1602,Analytical Chemistry,0.169,4,11
19700188202,2023,1402,Accounting,0.39,3,40
19700188202,2023,1802,Information Systems and Management,0.39,3,49
19700188202,2023,2003,Finance,0.39,3,46
19700188207,2023,3202,Applied Psychology,0.146,4,8
19700188207,2023,3205,Experimental and Cognitive Psychology,0.146,4,5
19700188209,2023,1111,Soil Science,0.18,4,14
19700188209,2023,2301,Environmental Science (miscellaneous),0.18,4,21
19700188217,2023,1308,Clinical Biochemistry,0.43,3,33
19700188217,2023,1602,Analytical Chemistry,0.43,3,49
19700188217,2023,2701,Medicine (miscellaneous),0.43,3,42
19700188217,2023,3001,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous)",0.43,2,67
19700188217,2023,3607,Medical Laboratory Technology,0.43,2,60
19700188222,2023,1110,Plant Science,1.163,1,91
19700188222,2023,1301,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",1.163,1,79
19700188222,2023,1305,Biotechnology,1.163,1,84
19700188222,2023,2707,Complementary and Alternative Medicine,1.163,1,97
19700188233,2023,2746,Surgery,0.462,2,57
19700188235,2023,1212,Religious Studies,0.314,1,91
19700188235,2023,3315,Communication,0.314,2,57
19700188237,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.597,2,67
19700188237,2023,2303,Ecology,0.597,2,69
19700188238,2023,3316,Cultural Studies,0.136,3,46
19700188238,2023,3320,Political Science and International Relations,0.136,4,22
